nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Bernardo Gomes,3,Carlos Santos,2.0,6.9,16,1.79,False
Heloisa Rodrigues,2,Pedro II,7.51,5.4,28,1.48,True
Valentina Maia,3,Gabriel Gomes,3.4,2.6,2,8.96,False
Samuel Santos,1,Antonio Prado,7.55,3.36,11,4.08,True
Arthur Gomes,3,Pedro II,3.11,8.54,19,5.92,False
Miguel Soares,2,Pedro II,4.57,0.94,1,3.53,False
Gabriel Santos,1,Antonio Prado,4.52,4.11,4,5.82,True
Maria Maia,1,Francisto Chagas,1.15,2.92,1,3.01,True
Davi Maia,2,Pedro II,5.1,4.7,26,8.9,False
Sophia Rodrigues,2,Pedro II,1.97,6.15,23,4.9,False
Alice Souza,2,Pedro II,2.18,8.98,11,2.44,False
Maria Silva,2,Gabriel Gomes,4.97,9.46,24,0,True
Helena Alves,3,Antonio Prado,2.5,9.87,1,2.15,True
Miguel Alves,3,Carlos Santos,3.73,6.61,5,4.34,True
Miguel Alves,1,Antonio Prado,1.55,9.07,5,2.58,False
Heitor Soares,3,Antonio Prado,3.64,7.81,4,7.58,False
Alice Oliveira,3,Francisto Chagas,8.8,0.3,17,4.81,False
Gabriel Silva,2,Antonio Prado,2.24,6.38,22,0.57,True
Samuel Rodrigues,2,Gabriel Gomes,6.54,5.46,2,0.04,False
Arthur Pereira,3,Carlos Santos,6.43,5.23,18,5.67,True
Samuel Ferreira,2,Antonio Prado,6.18,9.21,20,0,False
Gael Oliveira,1,Pedro II,9.83,6.41,22,0,True
Sophia Alves,2,Carlos Santos,9.62,2.66,30,7.72,True
Theo Oliveira,1,Pedro I,7.04,8.8,8,0,True
Maria Oliveira,3,Pedro II,9.92,3.23,9,1.73,False
Samuel Ferreira,2,Gabriel Gomes,5.46,7.64,10,8.31,True
Sophia Rodrigues,1,Pedro II,1.93,9.67,11,2.34,True
Heloisa Santos,3,Francisto Chagas,9.1,9.68,26,0,True
Sophia Ferreira,2,Pedro I,2.13,0.05,20,4.75,False
Valentina Gomes,1,Gabriel Gomes,3.33,8.49,11,6.63,False
Helena Ribeiro,1,Francisto Chagas,3.01,6.73,15,4.77,True
Miguel Martins,3,Pedro I,3.29,6.99,9,1.06,True
Miguel Oliveira,1,Francisto Chagas,8.46,7.21,28,0,True
Alice Ferreira,2,Pedro II,7.52,9.83,15,0,True
Samuel Ferreira,3,Antonio Prado,4.87,4.31,9,8.91,True
Maria Gomes,3,Francisto Chagas,6.75,5.5,11,1.47,True
Samuel Rodrigues,3,Pedro II,8.84,2.02,7,9.51,False
Davi Silva,3,Pedro II,5.16,8.91,12,0,False
Valentina Martins,3,Francisto Chagas,6.08,8.76,11,0,False
Valentina Ferreira,3,Gabriel Gomes,6.87,8.59,6,0,False
Alice Alves,2,Pedro II,2.5,3.51,8,1.75,False
Heloisa Pereira,2,Antonio Prado,7.77,0.83,15,5.83,False
Heitor Silva,3,Pedro I,4.21,7.19,10,4.52,True
Alice Soares,2,Pedro II,2.85,7.89,10,5.36,True
Davi Martins,2,Carlos Santos,3.44,4.51,22,4.99,False
Maria Ferreira,2,Pedro I,7.94,4.97,4,1.66,False
Laura Alves,3,Pedro II,7.77,4.91,2,2.68,False
Valentina Alves,3,Pedro I,4.53,5.32,30,8.44,True
Miguel Silva,1,Francisto Chagas,8.58,8.2,21,0,True
Miguel Pereira,2,Francisto Chagas,7.7,7.29,12,0,True
Gael Rodrigues,2,Antonio Prado,3.42,2.48,29,3.16,False
Samuel Souza,2,Antonio Prado,1.9,7.95,17,5.28,True
Maria Oliveira,3,Carlos Santos,5.17,4.14,0,5.01,False
Arthur Ribeiro,1,Gabriel Gomes,7.6,8.97,7,0,True
Gael Rodrigues,2,Gabriel Gomes,8.56,2.31,16,6.21,False
Arthur Oliveira,2,Pedro II,4.23,3.39,22,5.48,False
Arthur Santos,3,Pedro I,2.66,4.96,12,8.21,True
Helena Soares,3,Carlos Santos,1.18,0.02,7,4.43,False
Alice Pereira,1,Carlos Santos,8.94,5.8,22,0,False
Laura Maia,3,Francisto Chagas,8.15,0.11,29,5.68,True
Valentina Gomes,2,Gabriel Gomes,2.16,3.25,27,3.68,True
Alice Oliveira,2,Francisto Chagas,2.64,5.3,28,1.43,False
Alice Ribeiro,1,Francisto Chagas,0.4,7.08,15,2.83,False
Valentina Alves,2,Francisto Chagas,2.42,4.81,3,3.18,True
Heloisa Maia,2,Pedro I,7.34,7.37,30,0,True
Miguel Soares,3,Pedro I,0.15,4.63,26,7.03,False
Alice Silva,3,Francisto Chagas,5.6,2.51,25,6.42,False
Sophia Pereira,2,Gabriel Gomes,1.35,2.34,26,7.71,True
Bernardo Silva,1,Pedro II,2.85,9.95,5,0.81,False
Valentina Alves,1,Pedro I,1.43,4.74,11,5.2,True
Alice Gomes,2,Antonio Prado,5.06,6.64,13,0.38,False
Gabriel Souza,1,Carlos Santos,0.4,6.51,28,9.24,True
Bernardo Alves,1,Gabriel Gomes,6.01,3.65,18,5.82,True
Miguel Souza,1,Carlos Santos,9.54,7.36,15,0,False
Bernardo Alves,1,Carlos Santos,2.18,2.04,9,3.89,True
Heitor Pereira,3,Antonio Prado,6.34,5.56,23,2.44,False
Laura Maia,2,Gabriel Gomes,7.46,2.43,0,3.9,True
Valentina Pereira,2,Carlos Santos,1.05,6.15,21,2.8,False
Theo Santos,3,Antonio Prado,8.14,9.28,28,0,True
Laura Soares,1,Gabriel Gomes,2.22,6.41,29,3.03,False
Gabriel Rodrigues,3,Pedro I,8.29,7.41,20,0,False
Valentina Alves,1,Pedro II,1.41,4.0,16,4.63,True
Gabriel Oliveira,1,Antonio Prado,8.46,2.99,2,8.86,True
Samuel Martins,3,Antonio Prado,6.17,5.51,5,3.15,True
Helena Martins,2,Carlos Santos,5.46,3.2,4,0.06,True
Helena Oliveira,3,Carlos Santos,6.98,2.88,18,7.98,True
Laura Ribeiro,1,Antonio Prado,5.03,6.07,12,3.18,False
Sophia Ribeiro,3,Francisto Chagas,1.84,2.91,24,1.76,True
Helena Rodrigues,1,Pedro I,5.37,5.46,7,7.26,False
Valentina Alves,3,Francisto Chagas,9.04,1.81,12,6.11,True
Samuel Souza,2,Francisto Chagas,3.89,6.17,10,6.05,False
Maria Alves,1,Pedro I,3.95,8.91,3,4.92,False
Alice Gomes,1,Antonio Prado,4.75,8.69,20,4.83,True
Gabriel Santos,2,Francisto Chagas,2.48,3.81,3,9.62,False
Davi Rodrigues,3,Gabriel Gomes,3.36,9.1,7,9.92,False
Bernardo Silva,1,Gabriel Gomes,2.84,7.98,18,3.18,True
Samuel Silva,1,Gabriel Gomes,5.25,9.77,12,0,True
Laura Silva,1,Gabriel Gomes,9.52,4.22,1,5.66,True
Alice Santos,3,Carlos Santos,6.27,5.68,24,1.85,False
Samuel Souza,3,Antonio Prado,7.83,3.12,19,3.07,False
Theo Martins,3,Francisto Chagas,0.44,0.12,0,9.73,True
Gabriel Souza,2,Carlos Santos,8.37,5.1,19,2.7,True
Arthur Maia,1,Pedro I,7.1,4.88,20,5.11,True
Gabriel Pereira,3,Carlos Santos,7.09,0.23,23,2.23,True
Gabriel Ferreira,1,Antonio Prado,1.06,0.05,11,7.78,False
Maria Rodrigues,3,Gabriel Gomes,9.63,5.23,7,0,True
Helena Souza,2,Gabriel Gomes,4.58,3.28,28,6.08,False
Maria Alves,3,Carlos Santos,5.43,3.37,18,6.14,True
Arthur Ribeiro,1,Francisto Chagas,5.1,2.35,24,4.06,True
Theo Santos,3,Carlos Santos,0.86,2.57,6,3.23,True
Miguel Gomes,1,Antonio Prado,2.75,0.37,0,0.74,False
Sophia Silva,3,Francisto Chagas,7.59,6.16,7,1.27,False
Samuel Ribeiro,3,Antonio Prado,0.49,8.63,15,1.89,False
Laura Alves,3,Antonio Prado,9.0,2.32,23,1.44,False
Samuel Alves,1,Francisto Chagas,0.55,6.25,21,7.01,True
Helena Rodrigues,3,Pedro II,5.27,1.46,23,5.72,True
Miguel Soares,2,Francisto Chagas,4.3,3.75,9,1.54,True
Laura Alves,1,Pedro II,1.53,1.16,20,2.3,True
Arthur Ferreira,1,Gabriel Gomes,6.07,4.75,10,6.76,True
Heitor Alves,2,Carlos Santos,6.61,7.21,14,6.03,False
Bernardo Silva,2,Pedro I,0.33,6.91,29,5.13,True
Helena Oliveira,2,Carlos Santos,0.08,9.64,1,0.6,False
Helena Pereira,3,Pedro I,1.78,6.98,21,6.37,True
Samuel Souza,3,Francisto Chagas,3.07,9.0,13,3.06,True
Maria Oliveira,1,Francisto Chagas,3.01,5.79,1,1.0,False
Valentina Pereira,1,Francisto Chagas,2.08,7.51,26,3.73,True
Helena Pereira,1,Pedro I,5.22,6.35,29,9.91,True
Heitor Ribeiro,3,Carlos Santos,7.86,8.63,22,0,True
Bernardo Santos,3,Pedro I,1.82,7.1,6,2.56,True
Sophia Alves,3,Francisto Chagas,4.11,9.06,0,4.26,False
Davi Santos,1,Carlos Santos,0.86,7.89,28,2.47,True
Gabriel Pereira,2,Antonio Prado,5.63,1.15,28,6.17,True
Theo Ferreira,2,Carlos Santos,3.74,5.05,29,9.58,False
Maria Pereira,3,Carlos Santos,4.68,2.24,13,6.7,False
Gael Alves,2,Pedro II,9.94,7.19,25,0,True
Bernardo Ferreira,1,Gabriel Gomes,9.77,5.86,2,0,True
Laura Alves,2,Francisto Chagas,1.67,9.38,12,7.46,True
Valentina Ferreira,2,Pedro II,5.04,7.43,19,8.94,True
Sophia Martins,3,Francisto Chagas,0.3,1.97,24,5.81,False
Samuel Pereira,2,Pedro I,4.07,8.52,15,9.63,True
Alice Silva,2,Pedro I,2.94,8.98,26,4.5,True
Arthur Silva,2,Antonio Prado,4.85,6.18,17,2.27,True
Heloisa Ferreira,2,Pedro II,2.86,3.95,23,8.81,False
Valentina Alves,3,Francisto Chagas,3.89,4.88,30,9.47,True
Valentina Soares,3,Carlos Santos,7.9,4.37,18,2.08,True
Laura Ferreira,1,Gabriel Gomes,6.94,9.19,24,0,True
Alice Souza,1,Francisto Chagas,8.48,8.76,26,0,True
Valentina Ferreira,1,Carlos Santos,7.15,2.64,9,8.32,False
Alice Soares,3,Gabriel Gomes,3.25,6.03,3,8.38,False
Maria Ribeiro,2,Antonio Prado,2.75,0.33,19,1.44,True
Maria Santos,1,Gabriel Gomes,3.54,4.86,29,7.52,False
Valentina Rodrigues,2,Carlos Santos,3.24,8.72,4,3.68,True
Gabriel Souza,3,Pedro II,6.71,4.99,15,1.23,False
Heloisa Ribeiro,1,Gabriel Gomes,7.67,5.67,26,5.87,False
Bernardo Soares,3,Pedro I,8.63,3.09,22,1.2,True
Gabriel Pereira,2,Carlos Santos,10.0,1.7,20,0.98,False
Laura Martins,1,Pedro I,1.45,4.35,25,8.39,False
Gabriel Souza,2,Antonio Prado,4.9,2.35,9,6.63,True
Maria Alves,3,Francisto Chagas,5.86,2.56,9,7.85,True
Samuel Santos,2,Antonio Prado,7.25,4.4,23,7.93,True
Theo Souza,2,Francisto Chagas,2.41,5.75,23,3.09,False
Gael Martins,1,Carlos Santos,9.84,2.51,26,7.51,True
Bernardo Alves,2,Antonio Prado,2.35,8.67,29,7.8,False
Alice Souza,3,Pedro I,2.0,8.1,11,8.27,False
Alice Souza,2,Francisto Chagas,8.93,4.42,16,8.03,True
Theo Souza,3,Gabriel Gomes,8.89,4.22,13,6.37,True
Samuel Maia,3,Francisto Chagas,2.06,3.67,29,5.26,False
Heloisa Ribeiro,2,Pedro I,6.53,5.08,11,9.52,True
Heloisa Maia,1,Pedro II,3.77,3.35,17,3.01,True
Alice Pereira,2,Antonio Prado,2.33,2.3,11,9.63,False
Samuel Martins,1,Francisto Chagas,5.88,2.02,6,0.83,False
Valentina Ferreira,3,Gabriel Gomes,2.26,8.59,2,7.44,True
Samuel Santos,3,Carlos Santos,6.41,6.56,25,0.33,False
Alice Souza,3,Gabriel Gomes,8.78,9.08,20,0,True
Sophia Silva,1,Carlos Santos,0.85,9.9,8,5.16,True
Miguel Maia,3,Pedro I,5.99,4.7,25,0.94,False
Helena Martins,1,Pedro I,5.46,2.32,7,4.16,True
Samuel Pereira,3,Pedro I,5.36,3.07,19,9.63,False
Davi Gomes,3,Antonio Prado,6.18,5.85,22,3.58,False
Gabriel Ferreira,3,Francisto Chagas,1.9,1.36,17,9.43,True
Heitor Gomes,2,Carlos Santos,2.43,4.76,20,7.15,True
Theo Rodrigues,1,Carlos Santos,8.79,4.08,20,6.2,True
Arthur Pereira,2,Gabriel Gomes,8.46,7.4,19,0,False
Maria Alves,1,Francisto Chagas,1.75,7.05,25,9.83,True
Maria Soares,3,Francisto Chagas,7.88,2.8,0,1.45,True
Alice Alves,1,Francisto Chagas,4.35,9.43,14,5.42,True
Sophia Soares,1,Pedro II,0.29,3.62,2,0.27,False
Samuel Santos,1,Antonio Prado,4.49,3.85,3,7.09,False
Samuel Rodrigues,3,Francisto Chagas,8.37,5.91,24,0,True
Valentina Ferreira,2,Carlos Santos,2.87,2.62,8,9.57,False
Laura Silva,1,Carlos Santos,0.43,1.74,1,4.03,False
Alice Pereira,2,Francisto Chagas,7.11,0.42,28,6.01,False
Bernardo Gomes,3,Carlos Santos,4.13,6.41,1,7.5,True
Arthur Martins,1,Pedro II,0.27,0.37,16,3.59,False
Maria Gomes,1,Carlos Santos,8.66,2.84,24,6.22,True
Gabriel Ribeiro,2,Pedro II,0.29,0.08,25,2.69,True
Helena Alves,2,Antonio Prado,1.04,3.44,0,5.75,False
Laura Santos,3,Gabriel Gomes,8.77,0.58,5,9.57,False
Laura Alves,3,Carlos Santos,3.54,5.36,2,3.6,True
Bernardo Souza,1,Gabriel Gomes,2.36,9.54,12,4.28,False
Laura Oliveira,1,Pedro II,1.16,2.98,21,8.94,False
Gael Alves,3,Pedro I,5.49,2.25,5,7.26,True
Laura Ferreira,3,Pedro II,6.17,4.21,25,1.74,False
Bernardo Alves,1,Francisto Chagas,3.5,6.74,7,1.03,False
Miguel Rodrigues,2,Gabriel Gomes,8.11,5.41,11,7.31,False
Helena Alves,1,Pedro I,2.88,0.83,7,0.87,False
Miguel Ribeiro,1,Pedro I,5.34,0.71,6,3.39,False
Heitor Souza,2,Pedro II,7.05,7.05,19,0,True
Maria Gomes,3,Gabriel Gomes,2.23,0.36,14,5.18,False
Helena Oliveira,1,Pedro I,9.67,9.03,4,0,False
Bernardo Santos,1,Carlos Santos,5.32,8.06,30,6.45,True
Miguel Souza,2,Gabriel Gomes,2.1,8.68,10,0.11,True
Gael Silva,3,Gabriel Gomes,8.03,1.49,11,3.25,True
Valentina Maia,1,Pedro II,0.46,2.8,17,5.29,True
Davi Souza,1,Pedro I,8.57,5.92,6,0,True
Miguel Gomes,2,Carlos Santos,4.72,2.29,15,3.07,False
Gabriel Pereira,2,Gabriel Gomes,7.76,9.29,17,0,False
Bernardo Alves,1,Carlos Santos,9.49,4.17,4,2.7,True
Sophia Souza,1,Antonio Prado,2.48,0.69,18,6.36,True
Laura Martins,2,Francisto Chagas,5.78,0.75,30,9.93,False
Gabriel Maia,3,Gabriel Gomes,8.04,7.43,17,0,True
Sophia Silva,3,Carlos Santos,4.28,6.76,20,9.92,True
Heloisa Rodrigues,3,Pedro II,6.83,9.32,27,0,False
Bernardo Martins,1,Antonio Prado,1.61,6.92,14,6.44,False
Gael Alves,3,Gabriel Gomes,1.19,4.23,18,2.35,False
Arthur Alves,2,Pedro I,8.58,1.5,11,1.47,True
Laura Ribeiro,1,Carlos Santos,8.21,4.62,0,9.07,True
Bernardo Souza,1,Francisto Chagas,1.53,0.52,29,4.21,False
Theo Soares,1,Carlos Santos,1.7,0.02,16,8.2,False
Laura Martins,3,Carlos Santos,4.9,8.96,26,0.96,True
Heloisa Ferreira,2,Francisto Chagas,7.9,3.03,3,7.53,True
Bernardo Gomes,2,Carlos Santos,6.81,7.48,6,0,True
Miguel Pereira,1,Pedro II,1.76,5.4,8,4.87,True
Heloisa Maia,3,Antonio Prado,4.79,8.18,19,3.5,True
Heitor Gomes,3,Carlos Santos,1.08,4.0,24,6.13,False
Gabriel Ferreira,1,Carlos Santos,1.97,2.69,15,1.23,False
Gael Martins,2,Pedro II,2.06,2.92,19,2.71,True
Theo Alves,1,Pedro I,1.77,0.36,26,4.51,True
Gabriel Maia,2,Carlos Santos,4.2,5.65,4,3.24,False
Heitor Ribeiro,1,Carlos Santos,4.86,2.82,15,8.6,False
Samuel Rodrigues,3,Pedro II,7.4,7.0,11,0,True
Heitor Rodrigues,3,Pedro II,9.21,9.84,9,0,False
Heitor Oliveira,3,Pedro II,4.03,3.7,18,5.14,True
Bernardo Maia,1,Pedro II,0.76,6.93,25,4.55,True
Alice Pereira,1,Pedro II,4.82,9.57,7,0,False
Sophia Souza,3,Antonio Prado,4.06,2.73,28,3.69,True
Samuel Ribeiro,2,Carlos Santos,8.65,0.21,28,8.81,False
Davi Gomes,2,Francisto Chagas,5.54,4.32,4,5.67,True
Valentina Gomes,3,Pedro II,9.71,9.6,16,0,True
Gael Santos,3,Francisto Chagas,2.98,6.61,27,0.77,False
Miguel Oliveira,2,Pedro I,0.38,9.62,28,3.18,False
Bernardo Souza,3,Gabriel Gomes,7.23,6.68,14,5.46,True
Alice Ribeiro,2,Antonio Prado,8.71,3.02,14,2.52,False
Gabriel Pereira,2,Gabriel Gomes,4.29,5.23,26,8.7,True
Helena Alves,2,Pedro I,1.99,2.08,27,0.3,False
Samuel Souza,2,Carlos Santos,3.18,2.5,19,2.85,True
Miguel Santos,2,Carlos Santos,3.5,7.71,3,2.48,False
Gael Martins,3,Francisto Chagas,5.24,2.21,16,3.34,False
Samuel Gomes,1,Francisto Chagas,7.68,5.18,25,9.3,False
Maria Martins,1,Pedro II,6.93,1.03,11,1.37,True
Miguel Alves,1,Pedro I,2.25,4.09,25,9.92,False
Alice Alves,1,Pedro II,0.6,1.48,27,2.22,False
Sophia Alves,1,Carlos Santos,2.84,6.96,4,4.97,False
Heloisa Soares,2,Francisto Chagas,2.67,5.08,6,2.71,False
Gabriel Pereira,3,Gabriel Gomes,5.23,8.31,28,3.06,False
Theo Santos,1,Francisto Chagas,4.78,2.71,28,6.29,True
Heitor Santos,3,Gabriel Gomes,8.28,7.96,20,0,True
Miguel Santos,1,Antonio Prado,8.4,2.67,25,4.25,True
Alice Pereira,3,Gabriel Gomes,6.61,9.43,14,0,False
Alice Souza,2,Carlos Santos,7.25,6.85,20,0,False
Maria Souza,2,Francisto Chagas,6.37,6.38,20,6.08,True
Theo Gomes,3,Antonio Prado,9.76,9.32,20,0,True
Alice Gomes,2,Francisto Chagas,9.17,6.1,22,0,False
Laura Rodrigues,1,Pedro I,9.65,7.58,13,0,True
Miguel Souza,3,Carlos Santos,9.28,0.26,9,5.05,True
Heloisa Soares,2,Gabriel Gomes,8.02,2.0,12,8.83,False
Davi Martins,3,Francisto Chagas,3.2,7.09,3,9.19,False
Maria Souza,3,Francisto Chagas,3.72,6.18,21,7.49,True
Maria Souza,2,Pedro II,2.25,9.91,13,9.16,False
Heloisa Ferreira,3,Antonio Prado,7.46,7.26,27,0,False
Davi Soares,1,Carlos Santos,3.19,6.82,2,4.6,True
Miguel Maia,2,Francisto Chagas,3.66,7.01,17,2.98,False
Valentina Silva,2,Pedro II,9.42,2.23,30,0.52,False
Valentina Rodrigues,3,Pedro I,6.1,3.65,10,4.8,True
Heloisa Rodrigues,1,Pedro II,2.45,8.28,25,7.16,False
Laura Maia,3,Francisto Chagas,3.91,6.46,2,3.51,True
Valentina Alves,2,Antonio Prado,9.53,9.06,17,0,False
Helena Soares,3,Pedro II,6.25,2.5,8,9.25,False
Gabriel Silva,3,Pedro II,0.77,1.29,9,2.72,True
Miguel Ferreira,3,Carlos Santos,3.35,3.81,0,4.79,False
Laura Gomes,2,Francisto Chagas,6.73,5.66,12,0.82,True
Heloisa Gomes,3,Antonio Prado,9.95,2.46,16,8.96,False
Miguel Soares,3,Pedro I,3.96,3.96,9,8.36,False
Helena Soares,3,Francisto Chagas,7.93,6.16,0,0,False
Valentina Pereira,3,Francisto Chagas,0.94,6.94,3,5.24,False
Gael Alves,2,Francisto Chagas,7.84,9.88,19,0,False
Heitor Ferreira,3,Pedro I,4.38,5.78,28,6.74,False
Sophia Souza,1,Pedro II,4.17,8.85,16,6.83,False
Heitor Pereira,1,Francisto Chagas,6.18,2.54,28,7.05,True
Valentina Alves,2,Antonio Prado,5.68,6.03,0,4.98,True
Samuel Souza,3,Gabriel Gomes,6.69,4.44,27,8.24,False
Bernardo Ribeiro,1,Carlos Santos,4.66,7.2,19,4.31,False
Arthur Rodrigues,1,Carlos Santos,9.43,7.53,0,0,True
Gael Oliveira,2,Francisto Chagas,4.3,4.5,0,9.29,True
Davi Alves,3,Pedro I,7.4,2.79,1,2.13,True
Bernardo Alves,1,Antonio Prado,4.26,7.35,16,6.33,True
Sophia Ferreira,2,Gabriel Gomes,0.92,1.45,22,9.16,True
Alice Ferreira,3,Antonio Prado,9.33,7.1,11,0,False
Miguel Alves,2,Pedro I,1.87,5.09,18,6.4,False
Laura Alves,3,Pedro I,8.16,4.41,20,1.96,True
Heitor Maia,1,Pedro I,5.91,6.21,2,6.01,True
Valentina Maia,2,Carlos Santos,4.27,3.72,19,1.69,False
Bernardo Soares,3,Pedro II,7.86,7.98,0,0,False
Heitor Rodrigues,1,Carlos Santos,0.53,7.11,4,8.65,True
Davi Rodrigues,3,Pedro II,7.14,5.21,27,9.76,False
Valentina Maia,1,Antonio Prado,4.09,7.35,1,7.75,False
Arthur Rodrigues,3,Antonio Prado,7.67,0.58,18,8.71,True
Davi Ribeiro,3,Pedro II,7.29,2.77,15,5.97,False
Davi Oliveira,3,Francisto Chagas,2.39,0.47,6,2.69,True
Maria Alves,3,Pedro II,8.32,1.84,18,2.21,False
Bernardo Ribeiro,3,Gabriel Gomes,5.67,1.57,14,6.07,True
Sophia Gomes,1,Gabriel Gomes,1.06,1.79,2,2.89,False
Davi Pereira,2,Gabriel Gomes,3.82,6.48,22,8.92,False
Maria Ribeiro,2,Antonio Prado,7.5,4.68,2,7.75,False
Heloisa Martins,3,Antonio Prado,3.86,0.02,0,0.11,False
Alice Rodrigues,2,Pedro I,2.96,7.6,2,8.33,False
Bernardo Gomes,2,Pedro I,0.7,4.74,11,8.45,True
Alice Souza,3,Pedro II,7.9,7.44,24,0,False
Valentina Pereira,3,Pedro I,6.52,7.49,30,0,False
Heitor Ferreira,3,Antonio Prado,3.29,5.66,12,9.28,True
Samuel Souza,1,Pedro II,2.01,9.49,16,8.07,True
Bernardo Alves,3,Gabriel Gomes,1.87,1.6,5,9.77,False
Arthur Gomes,2,Pedro II,4.06,4.64,13,5.61,True
Miguel Souza,1,Antonio Prado,2.47,6.07,6,3.71,True
Theo Alves,1,Antonio Prado,5.5,5.93,19,3.8,False
Bernardo Gomes,2,Francisto Chagas,5.6,1.35,12,4.95,False
Samuel Ferreira,1,Gabriel Gomes,9.99,3.71,13,9.69,True
Samuel Rodrigues,3,Gabriel Gomes,4.29,2.81,21,8.99,True
Arthur Pereira,1,Pedro II,1.97,5.87,6,5.25,False
Maria Silva,2,Pedro I,8.18,9.07,19,0,True
Miguel Santos,2,Antonio Prado,4.93,2.01,2,2.47,True
Samuel Pereira,2,Carlos Santos,0.02,3.8,21,5.73,False
Laura Gomes,1,Pedro I,1.8,3.77,9,8.05,True
Alice Ribeiro,2,Francisto Chagas,7.29,4.52,17,0.53,True
Gabriel Ferreira,3,Pedro I,9.2,5.99,18,0,False
Arthur Souza,3,Antonio Prado,7.39,2.44,18,6.79,True
Gael Ribeiro,3,Francisto Chagas,3.27,8.39,14,4.64,True
Davi Rodrigues,3,Pedro I,2.55,7.18,9,2.15,True
Valentina Pereira,1,Antonio Prado,2.91,0.7,12,9.42,False
Gabriel Soares,2,Antonio Prado,5.49,3.75,30,9.55,True
Bernardo Martins,3,Carlos Santos,6.2,7.5,8,2.72,True
Alice Alves,1,Carlos Santos,0.98,4.51,28,6.51,False
Theo Alves,3,Carlos Santos,8.88,3.61,20,2.44,True
Heloisa Santos,3,Gabriel Gomes,0.31,1.85,5,4.47,True
Gael Alves,3,Pedro I,9.63,2.4,17,3.17,False
Gael Souza,2,Pedro I,7.56,7.06,7,0,False
Gabriel Maia,2,Pedro I,0.69,6.58,6,8.83,True
Samuel Santos,2,Pedro II,8.55,0.54,7,9.53,False
Maria Rodrigues,2,Francisto Chagas,0.61,8.55,7,0.66,False
Davi Soares,1,Francisto Chagas,1.46,1.84,13,9.43,False
Samuel Ferreira,3,Antonio Prado,6.09,4.77,10,8.75,True
Heitor Ferreira,3,Pedro II,1.59,7.84,2,4.13,True
Gabriel Rodrigues,3,Pedro II,2.64,5.24,21,7.55,False
Samuel Ribeiro,2,Carlos Santos,7.92,3.35,15,9.43,False
Laura Souza,2,Carlos Santos,9.06,8.49,28,0,False
Gabriel Ribeiro,2,Antonio Prado,9.03,3.51,16,1.67,False
Alice Ribeiro,3,Carlos Santos,3.24,8.25,28,1.13,True
Alice Ferreira,3,Carlos Santos,0.22,2.22,12,0.27,False
Heloisa Ferreira,1,Francisto Chagas,3.96,4.8,17,7.94,True
Helena Souza,3,Pedro I,6.19,7.85,8,0,False
Bernardo Oliveira,3,Pedro I,3.02,8.17,23,4.31,False
Davi Alves,2,Carlos Santos,7.18,0.04,22,1.97,True
Alice Soares,3,Gabriel Gomes,9.66,6.38,28,0,True
Alice Ribeiro,2,Carlos Santos,2.87,4.6,9,8.76,False
Theo Martins,2,Carlos Santos,0.53,6.38,21,0.34,True
Davi Martins,2,Carlos Santos,5.84,8.4,19,0,False
Maria Oliveira,1,Carlos Santos,1.43,7.02,27,6.74,False
Gabriel Santos,2,Pedro II,5.89,2.82,26,0.73,False
Helena Oliveira,1,Carlos Santos,4.19,7.0,7,7.88,True
Gael Ferreira,2,Pedro II,5.65,0.81,27,3.66,True
Theo Ferreira,1,Carlos Santos,2.87,1.72,19,0.49,False
Heitor Maia,2,Carlos Santos,2.62,6.95,8,6.96,False
Gael Silva,3,Antonio Prado,4.58,7.16,8,5.22,False
Samuel Alves,1,Carlos Santos,0.85,3.57,25,5.54,False
Arthur Ribeiro,1,Antonio Prado,5.95,9.7,8,0,False
Arthur Maia,2,Francisto Chagas,0.23,1.05,17,7.68,False
Helena Martins,1,Pedro II,5.87,1.22,11,8.76,True
Theo Martins,2,Antonio Prado,1.25,8.78,23,7.82,False
Heitor Rodrigues,2,Carlos Santos,3.52,1.45,26,8.2,False
Valentina Souza,1,Pedro I,1.13,2.49,7,5.51,False
Gabriel Alves,3,Gabriel Gomes,3.75,6.01,10,0.21,True
Arthur Rodrigues,1,Antonio Prado,6.43,6.97,26,9.15,False
Theo Pereira,2,Carlos Santos,3.76,8.83,21,2.01,True
Gabriel Rodrigues,3,Antonio Prado,1.45,4.78,5,9.32,False
Theo Pereira,1,Antonio Prado,7.33,6.16,2,1.16,False
Gabriel Ribeiro,3,Antonio Prado,8.05,8.03,15,0,False
Theo Oliveira,3,Pedro I,7.6,4.87,21,7.1,False
Samuel Souza,1,Antonio Prado,9.41,2.42,17,6.32,False
Davi Oliveira,1,Antonio Prado,1.13,6.89,2,9.12,False
Miguel Pereira,2,Pedro II,0.62,8.23,16,0.11,False
Valentina Gomes,1,Gabriel Gomes,3.08,7.56,3,5.71,False
Laura Ribeiro,1,Pedro II,6.42,4.98,16,7.75,False
Sophia Alves,3,Francisto Chagas,7.41,6.63,27,0,False
Arthur Gomes,2,Pedro I,9.0,5.63,27,0,False
Maria Santos,2,Antonio Prado,4.62,4.07,30,3.52,False
Valentina Martins,2,Pedro II,4.09,1.26,9,2.94,False
Valentina Souza,1,Pedro I,8.9,5.43,8,0,True
Helena Alves,1,Antonio Prado,0.24,0.34,16,9.04,False
